"INSTID","UKPRN","ProviderName","CountryCode","CategoryName","FE_Provider","Rescinded"
"0052","10007140","Birmingham City University","E","England - Approved (Fee Cap)","","0"
"0053","10007141","University of Lancashire","E","England - Approved (Fee Cap)","","0"
"0054","10007145","University of Gloucestershire","E","England - Approved (Fee Cap)","","0"
"0055","","London Guildhall University","E","","","1"
"0056","10001726","Coventry University","E","England - Approved (Fee Cap)","","0"
"0057","10007851","University of Derby","E","England - Approved (Fee Cap)","","0"
"0058","10007144","The University of East London","E","England - Approved (Fee Cap)","","0"
"0059","10007146","The University of Greenwich","E","England - Approved (Fee Cap)","","0"
"0060","10007147","University of Hertfordshire","E","England - Approved (Fee Cap)","","0"
"0061","10007148","The University of Huddersfield","E","England - Approved (Fee Cap)","","0"
"0062","10007151","The University of Lincoln","E","England - Approved (Fee Cap)","","0"
"0063","10003678","Kingston University","E","England - Approved (Fee Cap)","","0"
"0064","10003861","Leeds Beckett University","E","England - Approved (Fee Cap)","","0"
"0065","10003957","Liverpool John Moores University","E","England - Approved (Fee Cap)","","0"
"0066","10004180","The Manchester Metropolitan University","E","England - Approved (Fee Cap)","","0"
"0067","10004351","Middlesex University","E","England - Approved (Fee Cap)","","0"
"0068","10001883","De Montfort University","E","England - Approved (Fee Cap)","","0"
"0069","10001282","University of Northumbria at Newcastle","E","England - Approved (Fee Cap)","","0"
"0070","","The University of North London","E","","","1"
"0071","10004797","The Nottingham Trent University","E","England - Approved (Fee Cap)","","0"
"0072","10004930","Oxford Brookes University","E","England - Approved (Fee Cap)","","0"
"0073","10007801","University of Plymouth","E","England - Approved (Fee Cap)","","0"
"0074","10007155","The University of Portsmouth","E","England - Approved (Fee Cap)","","0"
"0075","10005790","Sheffield Hallam University","E","England - Approved (Fee Cap)","","0"
"0076","10004078","London South Bank University","E","England - Approved (Fee Cap)","","0"
"0077","10006299","University of Staffordshire","E","England - Approved (Fee Cap)","","0"
"0078","10007159","The University of Sunderland","E","England - Approved (Fee Cap)","","0"
"0079","10007161","Teesside University","E","England - Approved (Fee Cap)","","0"
"0080","10006566","The University of West London","E","England - Approved (Fee Cap)","","0"
"0081","10007164","University of the West of England, Bristol","E","England - Approved (Fee Cap)","","0"
"0082","10007137","The University of Chichester","E","England - Approved (Fee Cap)","","0"
"0083","10007165","The University of Westminster","E","England - Approved (Fee Cap)","","0"
"0084","10007532","Wimbledon School of Art","E","","","1"
"0085","10007166","The University of Wolverhampton","E","England - Approved (Fee Cap)","","0"
"0086","10007853","The University of Wales, Newport","W","Wales HE Provider","","1"
